UTM_X,UTM_Y,DEPTH,LAT,LON,STRATUM,ZONE,REGION
452348,4465820,71.0111,40.34156727,-69.56105341,6470,NLS-West,GSC_S1
470868,4463970,80.9171,40.32575253,-69.34291991,6480,NA,NA
454200,4465820,72.205,40.34167098,-69.53924894,6470,NLS-West,GSC_S1
435680,4467680,73.8784,40.3572047,-69.75747531,6480,NA,NA
472720,4463970,81.379,40.3258151,-69.3211199,6480,NA,NA
437532,4467680,73.196,40.35734548,-69.73566664,6470,NLS-West,GSC_S1
456052,4465820,72.1731,40.34177058,-69.51744436,6470,NLS-West,GSC_S1
474572,4463970,80.9533,40.32587356,-69.29931982,6480,NA,NA
439384,4467680,72.0571,40.35748214,-69.71385783,6470,NLS-West,GSC_S1
457904,4465820,72.1249,40.34186607,-69.49563968,6480,NLS-South,NLS_East
476424,4463970,84.1141,40.32592792,-69.27751968,6480,NA,NA
441236,4467680,71.0707,40.3576147,-69.69204887,6470,NLS-West,GSC_S1
459756,4465820,73.3708,40.34195745,-69.47383489,6480,NLS-South,NLS_East
478276,4463970,83.7505,40.32597816,-69.25571949,6480,NA,NA
443088,4467680,70.5709,40.35774314,-69.67023977,6470,NLS-West,GSC_S1
461608,4465820,74.1932,40.34204472,-69.45203001,6480,NLS-South,NLS_East
480128,4463970,83.4711,40.3260243,-69.23391924,6480,NA,NA
444940,4467680,70.0726,40.35786748,-69.64843053,6470,NLS-West,GSC_S1
463460,4465820,74.5287,40.34212787,-69.43022503,6480,NLS-South,NLS_East
481980,4463970,85.3812,40.32606633,-69.21211895,6480,NA,NA
446792,4467680,70.1201,40.3579877,-69.62662116,6470,NLS-West,GSC_S1
465312,4465820,76.4833,40.34220692,-69.40841997,6480,NLS-South,NLS_East
500500,4462120,90.6383,40.30959344,-68.99411577,6480,NA,NA
483832,4463970,86.7896,40.32610425,-69.19031861,6480,NA,NA
448644,4467680,69.6852,40.3581038,-69.60481166,6470,NLS-West,GSC_S1
467164,4465820,77.239,40.34228186,-69.38661482,6480,NLS-South,NLS_East
502352,4462120,91.6982,40.30959028,-68.97232061,6480,NA,NA
485684,4463970,88.4675,40.32613806,-69.16851823,6480,NA,NA
450496,4467680,70.5606,40.3582158,-69.58300203,6470,NLS-West,GSC_S1
469016,4465820,79.4198,40.34235269,-69.36480959,6480,NLS-South,NLS_East
504204,4462120,91.4105,40.30958301,-68.95052544,6480,NA,NA
487536,4463970,87.9688,40.32616777,-69.14671781,6480,NA,NA
452348,4467680,70.8586,40.35832368,-69.56119228,6470,NLS-West,GSC_S1
433828,4469530,74.6965,40.37372534,-69.77947577,6480,NA,NA
470868,4465820,80.2012,40.3424194,-69.34300429,6480,NLS-South,NLS_East
454200,4467680,71.3662,40.35842745,-69.53938242,6470,NLS-West,GSC_S1
435680,4469530,73.0086,40.37387032,-69.75766189,6480,NA,NA
489388,4463970,88.573,40.32619336,-69.12491737,6480,NA,NA
506056,4462120,90.6196,40.30957164,-68.92873029,6480,NA,NA
472720,4465820,80.7342,40.34248201,-69.32119891,6480,NLS-South,NLS_East
456052,4467680,70.705,40.35852711,-69.51757245,6470,NLS-West,GSC_S1
437532,4469530,72.5508,40.37401118,-69.73584786,6470,NLS-West,GSC_S1
491240,4463970,90.0014,40.32621485,-69.1031169,6480,NA,NA
507908,4462120,94.02,40.30955616,-68.90693515,6480,NA,NA
474572,4465820,80.633,40.34254051,-69.29939347,6480,NLS-South,NLS_East
439384,4469530,71.5696,40.37414793,-69.71403368,6470,NLS-West,GSC_S1
457904,4467680,71.5999,40.35862266,-69.49576237,6470,NLS-South,NLS_East
493092,4463970,91.1663,40.32623223,-69.08131641,6480,NA,NA
509760,4462120,94.7108,40.30953657,-68.88514003,6480,NA,NA
476424,4465820,81.9121,40.34259489,-69.27758797,6480,NLS-South,NLS_East
441236,4469530,70.3648,40.37428056,-69.69221935,6470,NLS-West,GSC_S1
459756,4467680,72.9199,40.35871409,-69.47395218,6470,NLS-South,NLS_East
494944,4463970,91.013,40.3262455,-69.0595159,6480,NA,NA
511612,4462120,94.6429,40.30951288,-68.86334493,6480,NA,NA
478276,4465820,82.5791,40.34264517,-69.25578241,6480,NLS-South,NLS_East
443088,4469530,69.8424,40.37440908,-69.67040488,6470,NLS-West,GSC_S1
461608,4467680,73.5143,40.35880141,-69.4521419,6480,NLS-South,NLS_East
496796,4463970,89.4528,40.32625466,-69.03771538,6480,NA,NA
480128,4465820,81.8049,40.34269133,-69.2339768,6480,NLS-South,NLS_East
513464,4462120,93.0739,40.30948508,-68.84154987,6480,NA,NA
444940,4469530,68.732,40.37453348,-69.64859026,6470,NLS-West,GSC_S1
463460,4467680,73.6674,40.35888462,-69.43033153,6480,NLS-South,NLS_East
498648,4463970,89.2594,40.32625971,-69.01591486,6480,NA,NA
481980,4465820,83.9737,40.34273338,-69.21217114,6480,NLS-South,NLS_East
515316,4462120,94.648,40.30945318,-68.81975483,6560,NA,NA
446792,4469530,68.6789,40.37465377,-69.62677552,6470,NLS-West,GSC_S1
465312,4467680,75.005,40.35896371,-69.40852107,6480,NLS-South,NLS_East
500500,4463970,89.249,40.32626066,-68.99411433,6480,NA,NA
483832,4465820,85.3587,40.34277133,-69.19036544,6480,NLS-South,NLS_East
448644,4469530,67.9979,40.37476995,-69.60496065,6470,NLS-West,GSC_S1
517168,4462120,94.7272,40.30941717,-68.79795983,6560,NA,NA
467164,4467680,75.6921,40.35903869,-69.38671052,6480,NLS-South,NLS_East
502352,4463970,89.4804,40.32625749,-68.9723138,6480,GSC,NLS_East
485684,4465820,86.4648,40.34280516,-69.16855969,6480,NLS-South,NLS_East
450496,4469530,68.8084,40.37488201,-69.58314565,6470,NLS-West,GSC_S1
519020,4462120,95.4368,40.30937706,-68.77616488,6560,NA,NA
469016,4467680,77.9598,40.35910956,-69.3648999,6480,NLS-South,NLS_East
504204,4463970,89.9864,40.32625022,-68.95051328,6480,GSC,NLS_East
487536,4465820,88.0569,40.34283488,-69.14675392,6480,NLS-South,NLS_East
452348,4469530,69.2322,40.37498996,-69.56133053,6470,NLS-West,GSC_S1
433828,4471380,74.1205,40.39039083,-69.77966789,6480,NA,NA
520872,4462120,96.1692,40.30933283,-68.75436997,6560,NA,NA
470868,4467680,79.269,40.35917632,-69.34308919,6480,NLS-South,NLS_East
454200,4469530,66.9551,40.37509379,-69.53951529,6470,NLS-West,GSC_S1
435680,4471380,72.7957,40.39053589,-69.75784864,6480,NLS-West,GSC_S1
489388,4465820,88.0648,40.34286049,-69.12494811,6480,NLS-South,NLS_East
506056,4463970,89.3822,40.32623884,-68.92871276,6480,GSC,NLS_East
472720,4467680,79.674,40.35923896,-69.32127842,6480,NLS-South,NLS_East
522724,4462120,98.6954,40.30928451,-68.73257511,6560,NA,NA
456052,4469530,69.8384,40.3751935,-69.51769995,6470,NLS-West,GSC_S1
437532,4471380,72.0334,40.39067683,-69.73602923,6470,NLS-West,GSC_S1
491240,4465820,88.7851,40.34288199,-69.10314228,6480,NLS-South,NLS_East
507908,4463970,88.7843,40.32622335,-68.90691226,6480,GSC,NLS_East
474572,4467680,78.8846,40.35929749,-69.29946758,6480,NLS-South,NLS_East
439384,4471380,71.1733,40.39081366,-69.71420967,6470,NLS-West,GSC_S1
457904,4469530,70.1348,40.37528911,-69.49588449,6470,NLS-South,NLS_East
493092,4465820,88.1588,40.34289938,-69.08133642,6480,NLS-South,NLS_East
509760,4463970,89.3981,40.32620376,-68.88511178,6480,GSC,NLS_East
476424,4467680,80.4943,40.35935191,-69.27765669,6480,NLS-South,NLS_East
441236,4471380,70.2174,40.39094637,-69.69238997,6470,NLS-West,GSC_S1
459756,4469530,71.1037,40.37538059,-69.47406894,6470,NLS-South,NLS_East
494944,4465820,87.9504,40.34291266,-69.05953055,6480,NLS-South,NLS_East
511612,4463970,89.9664,40.32618005,-68.86331133,6480,GSC,NLS_East
478276,4467680,81.8562,40.35940221,-69.25584573,6480,NLS-South,NLS_East
443088,4471380,69.1149,40.39107497,-69.67057012,6470,NLS-West,GSC_S1
461608,4469530,72.858,40.37546796,-69.45225329,6470,NLS-South,NLS_East
496796,4465820,86.6089,40.34292182,-69.03772467,6480,NLS-South,NLS_East
480128,4467680,81.6308,40.35944841,-69.23403472,6480,NLS-South,NLS_East
513464,4463970,89.7516,40.32615224,-68.8415109,6480,GSC,NLS_East
444940,4471380,68.2236,40.39119944,-69.64875013,6470,NLS-West,GSC_S1
463460,4469530,73.1934,40.37555122,-69.43043754,6480,NLS-South,NLS_East
498648,4465820,86.4633,40.34292688,-69.01591877,6480,NLS-South,NLS_East
481980,4467680,81.8752,40.35949048,-69.21222366,6480,NLS-South,NLS_East
515316,4463970,91.6871,40.32612031,-68.81971051,6560,GSC,NLS_East
446792,4471380,67.9398,40.3913198,-69.62693001,6470,NLS-West,GSC_S1
465312,4469530,74.242,40.37563036,-69.40862171,6480,NLS-South,NLS_East
500500,4465820,86.6061,40.34292783,-68.99411288,6480,NLS-South,NLS_East
483832,4467680,83.4779,40.35952845,-69.19041256,6480,NLS-South,NLS_East
517168,4463970,91.8686,40.32608428,-68.79791015,6560,GSC,NLS_East
448644,4471380,66.442,40.39143605,-69.60510976,6470,NLS-West,GSC_S1
467164,4469530,74.1198,40.37570539,-69.38680579,6480,NLS-South,NLS_East
502352,4465820,87.4315,40.34292466,-68.97230699,6480,NLS-South,NLS_East
485684,4467680,84.7361,40.3595623,-69.16860142,6480,NLS-South,NLS_East
450496,4471380,67.8721,40.39154817,-69.58328938,6470,NLS-West,GSC_S1
519020,4463970,90.6937,40.32604415,-68.77610983,6560,GSC,NLS_East
469016,4469530,77.9838,40.3757763,-69.36498979,6480,NLS-South,NLS_East
504204,4465820,86.1946,40.34291738,-68.9505011,6480,NLS-South,NLS_East
487536,4467680,86.2564,40.35959204,-69.14679024,6480,NLS-South,NLS_East
452348,4471380,67.3833,40.39165618,-69.56146889,6470,NLS-West,GSC_S1
433828,4473230,74.3972,40.40705626,-69.77986017,6480,NA,NA
520872,4463970,92.4818,40.3259999,-68.75430956,6560,GSC,NLS_East
470868,4469530,78.0443,40.37584309,-69.34317372,6480,NLS-South,NLS_East
454200,4471380,68.0373,40.39176008,-69.53964828,6470,NLS-West,GSC_S1
435680,4473230,73.1621,40.40720141,-69.75803554,6470,NLS-West,GSC_S1
489388,4467680,86.2602,40.35961766,-69.12497904,6480,NLS-South,NLS_East
506056,4465820,86.335,40.342906,-68.92869522,6480,NLS-South,NLS_East
472720,4469530,79.4774,40.37590577,-69.32135757,6480,NLS-South,NLS_East
522724,4463970,96.9259,40.32595154,-68.73250934,6560,NA,NA
456052,4471380,66.4973,40.39185985,-69.51782755,6470,NLS-West,GSC_S1
437532,4473230,72.4387,40.40734244,-69.73621075,6470,NLS-West,GSC_S1
491240,4467680,86.2748,40.35963918,-69.10316781,6480,NLS-South,NLS_East
507908,4465820,88.3476,40.3428905,-68.90688936,6480,NLS-South,NLS_East
474572,4469530,79.7465,40.37596434,-69.29954136,6480,NLS-South,NLS_East
524576,4463970,97.3016,40.32589908,-68.71070918,6560,NA,NA
439384,4473230,71.4299,40.40747934,-69.71438581,6470,NLS-West,GSC_S1
457904,4471380,68.2306,40.39195551,-69.49600673,6470,NLS-South,NLS_East
493092,4467680,87.98,40.35965658,-69.08135655,6480,NLS-South,NLS_East
509760,4465820,87.8247,40.34287089,-68.88508351,6480,NLS-South,NLS_East
476424,4469530,80.3337,40.37601879,-69.27772509,6480,NLS-South,NLS_East
526428,4463970,94.116,40.32584251,-68.68890907,6560,NA,NA
441236,4473230,70.425,40.40761213,-69.69256073,6470,NLS-West,GSC_S1
459756,4471380,69.7006,40.39204705,-69.47418579,6470,NLS-South,NLS_East
494944,4467680,86.3512,40.35966986,-69.05954529,6480,NLS-South,NLS_East
511612,4465820,87.0913,40.34284717,-68.86327769,6480,NLS-South,NLS_East
478276,4469530,81.4941,40.37606912,-69.25590876,6480,NLS-South,NLS_East
528280,4463970,97.3495,40.32578183,-68.66710903,6560,NA,NA
443088,4473230,69.4918,40.4077408,-69.6707355,6470,NLS-West,GSC_S1
461608,4471380,71.6204,40.39213447,-69.45236476,6470,NLS-South,NLS_East
496796,4467680,84.8566,40.35967903,-69.037734,6480,NLS-South,NLS_East
480128,4469530,80.8117,40.37611534,-69.23409238,6480,NLS-South,NLS_East
513464,4465820,88.5161,40.34281934,-68.8414719,6480,NLS-South,NLS_East
444940,4473230,68.0117,40.40786535,-69.64891013,6470,NLS-West,GSC_S1
463460,4471380,71.7203,40.39221778,-69.43054364,6470,NLS-South,NLS_East
530132,4463970,100.729,40.32571704,-68.64530906,6560,NA,NA
498648,4467680,85.4955,40.35968409,-69.01592271,6480,NLS-South,NLS_East
481980,4469530,81.5218,40.37615744,-69.21227594,6480,NLS-South,NLS_East
515316,4465820,89.1278,40.3427874,-68.81966614,6560,NLS-South,NLS_East
446792,4473230,67.0557,40.40798579,-69.62708463,6470,NLS-West,GSC_S1
465312,4471380,73.8407,40.39229696,-69.40872243,6480,NLS-South,NLS_East
500500,4467680,84.373,40.35968504,-68.99411142,6480,NLS-South,NLS_East
483832,4469530,82.0966,40.37619543,-69.19045947,6480,NLS-South,NLS_East
517168,4465820,89.505,40.34275135,-68.79786042,6560,GSC,NLS_East
448644,4473230,66.5194,40.4081021,-69.605259,6470,NLS-West,GSC_S1
467164,4471380,73.2242,40.39237203,-69.38690113,6480,NLS-South,NLS_East
502352,4467680,84.7331,40.35968187,-68.97230013,6480,NLS-South,NLS_East
485684,4469530,83.0654,40.3762293,-69.16864296,6480,NLS-South,NLS_East
450496,4473230,66.1807,40.40821429,-69.58343324,6470,NLS-West,GSC_S1
519020,4465820,87.8522,40.34271119,-68.77605474,6560,GSC,NLS_East
431976,4475080,75.1195,40.4235723,-69.80188246,6480,NA,NA
469016,4471380,76.1761,40.39244299,-69.36507976,6480,NLS-South,NLS_East
504204,4467680,84.714,40.35967459,-68.95048884,6480,NLS-South,NLS_East
487536,4469530,84.2982,40.37625906,-69.14682641,6480,NLS-South,NLS_East
452348,4473230,65.1946,40.40832236,-69.56160736,6470,NLS-West,GSC_S1
433828,4475080,74.1844,40.42372165,-69.78005261,6480,NA,NA
520872,4465820,88.6471,40.34266691,-68.7542491,6560,GSC,NLS_East
470868,4471380,77.5008,40.39250982,-69.34325831,6480,NLS-South,NLS_East
415308,4476940,75.0409,40.43879712,-69.99859096,6480,NA,NA
454200,4473230,65.1251,40.40842631,-69.53978137,6470,NLS-West,GSC_S1
489388,4469530,85.5631,40.3762847,-69.12500983,6480,NLS-South,NLS_East
435680,4475080,73.1702,40.42386688,-69.75822259,6470,NLS-West,GSC_S1
506056,4467680,84.6149,40.3596632,-68.92867757,6480,NLS-South,NLS_East
472720,4471380,79.3224,40.39257254,-69.32143678,6480,NLS-South,NLS_East
522724,4465820,93.0212,40.34261853,-68.73244352,6560,GSC,NLS_East
417160,4476940,74.9353,40.43898367,-69.97675735,6480,NA,NA
456052,4473230,65.8603,40.40852615,-69.51795527,6470,NLS-West,GSC_S1
437532,4475080,72.5479,40.42400799,-69.73639242,6470,NLS-West,GSC_S1
491240,4469530,85.097,40.37630622,-69.10319322,6480,NLS-South,NLS_East
507908,4467680,85.7271,40.35964769,-68.90686631,6480,NLS-South,NLS_East
474572,4471380,78.4216,40.39263114,-69.2996152,6480,NLS-South,NLS_East
419012,4476940,75.2421,40.43916609,-69.95492353,6480,NA,NA
524576,4465820,94.5946,40.34256604,-68.71063799,6560,GSC,NLS_East
439384,4475080,71.9583,40.42414498,-69.7145621,6470,NLS-West,GSC_S1
457904,4473230,66.9691,40.40862186,-69.49612906,6470,NLS-South,NLS_East
493092,4469530,86.9126,40.37632363,-69.0813766,6480,NLS-South,NLS_East
509760,4467680,86.2846,40.35962807,-68.88505507,6480,NLS-South,NLS_East
420864,4476940,75.1367,40.4393444,-69.93308951,6480,NA,NA
476424,4471380,80.5132,40.39268562,-69.27779355,6480,NLS-South,NLS_East
526428,4465820,91.0826,40.34250943,-68.68883252,6560,GSC,NLS_East
441236,4475080,70.6413,40.42427785,-69.69273163,6470,NLS-West,GSC_S1
459756,4473230,67.0131,40.40871345,-69.47430275,6470,NLS-South,NLS_East
494944,4469530,84.412,40.37633692,-69.05955996,6480,NLS-South,NLS_East
511612,4467680,86.1418,40.35960434,-68.86324385,6480,NLS-South,NLS_East
478276,4471380,80.0587,40.39273598,-69.25597184,6480,NLS-South,NLS_East
528280,4465820,97.0014,40.34244872,-68.66702712,6560,GSC,NLS_East
443088,4475080,69.6845,40.42440659,-69.67090102,6470,NLS-West,GSC_S1
461608,4473230,69.8467,40.40880093,-69.45247633,6470,NLS-South,NLS_East
496796,4469530,84.0947,40.3763461,-69.0377433,6480,NLS-South,NLS_East
480128,4471380,79.0889,40.39278222,-69.23415008,6480,NLS-South,NLS_East
513464,4467680,89.5769,40.35957649,-68.84143266,6480,NLS-South,NLS_East
444940,4475080,68.2689,40.42453122,-69.64907026,6470,NLS-West,GSC_S1
463460,4473230,69.5092,40.40888428,-69.43064983,6470,NLS-South,NLS_East
530132,4465820,98.5137,40.34238389,-68.64522178,6560,NA,NA
498648,4469530,82.9309,40.37635117,-69.01592664,6480,NLS-South,NLS_East
481980,4471380,80.5204,40.39282435,-69.21232827,6480,NLS-South,NLS_East
515316,4467680,87.924,40.35954453,-68.8196215,6560,NLS-South,NLS_East
446792,4475080,67.6837,40.42465172,-69.62723938,6470,NLS-West,GSC_S1
465312,4473230,72.5331,40.40896352,-69.40882324,6470,NLS-South,NLS_East
531984,4465820,98.1742,40.34231495,-68.62341652,6560,NA,NA
500500,4469530,82.7985,40.37635211,-68.99410997,6480,NLS-South,NLS_East
483832,4471380,81.4969,40.39286236,-69.19050642,6480,NLS-South,NLS_East
517168,4467680,88.125,40.35950846,-68.79781038,6560,GSC,NLS_East
448644,4475080,66.4402,40.4247681,-69.60540836,6470,NLS-West,GSC_S1
430124,4476940,74.8584,40.44017407,-69.82391663,6480,NA,NA
467164,4473230,73.0434,40.40903863,-69.38699656,6480,NLS-South,NLS_East
533836,4465820,98.7971,40.34224191,-68.60161133,6560,NA,NA
502352,4469530,84.2374,40.37634894,-68.97229331,6480,NLS-South,NLS_East
485684,4471380,82.6417,40.39289625,-69.16868453,6480,NLS-South,NLS_East
450496,4475080,66.2478,40.42488036,-69.58357722,6470,NLS-West,GSC_S1
519020,4467680,88.0964,40.35946827,-68.7759993,6560,GSC,NLS_East
431976,4476940,74.1905,40.44032763,-69.80208152,6480,NA,NA
469016,4473230,75.3664,40.40910962,-69.3651698,6480,NLS-South,NLS_East
504204,4469530,83.2835,40.37634166,-68.95047665,6480,NLS-South,NLS_East
487536,4471380,82.6361,40.39292603,-69.1468626,6480,NLS-South,NLS_East
452348,4475080,64.4665,40.42498849,-69.56174596,6470,NLS-West,GSC_S1
433828,4476940,73.6251,40.44047707,-69.78024625,6470,NLS-West,GSC_S1
520872,4467680,88.3068,40.35942397,-68.75418827,6560,GSC,NLS_East
470868,4473230,76.9486,40.4091765,-69.34334297,6480,NLS-South,NLS_East
415308,4478790,72.9791,40.45546142,-69.99883765,6430,NA,NA
454200,4475080,64.5806,40.4250925,-69.53991458,6470,NLS-West,GSC_S1
489388,4471380,83.565,40.39295168,-69.12504064,6480,NLS-South,NLS_East
435680,4476940,72.6425,40.44062239,-69.75841082,6470,NLS-West,GSC_S1
506056,4469530,84.1452,40.37633026,-68.92866,6480,NLS-South,NLS_East
472720,4473230,78.1599,40.40923925,-69.32151606,6480,NLS-South,NLS_East
522724,4467680,87.9756,40.35937556,-68.73237729,6560,GSC,NLS_East
417160,4478790,72.8553,40.45564808,-69.97699864,6470,NLS-West,GSC_S1
456052,4475080,65.7047,40.4251924,-69.51808309,6470,NLS-West,GSC_S1
437532,4476940,72.7255,40.44076358,-69.73657523,6470,NLS-West,GSC_S1
491240,4471380,83.1276,40.39297322,-69.10321866,6480,NLS-South,NLS_East
507908,4469530,84.3785,40.37631474,-68.90684336,6480,NLS-South,NLS_East
474572,4473230,77.443,40.40929788,-69.29968909,6480,NLS-South,NLS_East
419012,4478790,72.7761,40.45583061,-69.95515943,6470,NLS-West,GSC_S1
524576,4467680,88.3379,40.35932304,-68.71056636,6560,GSC,NLS_East
439384,4476940,71.6454,40.44090065,-69.71473949,6470,NLS-West,GSC_S1
457904,4475080,63.9837,40.42528817,-69.49625149,6470,NLS-South,NLS_East
493092,4471380,86.8938,40.39299064,-69.08139666,6480,NLS-South,NLS_East
509760,4469530,83.1629,40.37629511,-68.88502675,6480,NLS-South,NLS_East
420864,4478790,73.2324,40.45600902,-69.93332002,6480,NA,NA
476424,4473230,73.6634,40.4093524,-69.27786206,6480,NLS-South,NLS_East
526428,4467680,88.8714,40.3592664,-68.6887555,6560,GSC,NLS_East
441236,4476940,70.404,40.4410336,-69.6929036,6470,NLS-West,GSC_S1
459756,4475080,66.3797,40.42537981,-69.47441979,6470,NLS-South,NLS_East
494944,4471380,82.8613,40.39300394,-69.05957464,6480,NLS-South,NLS_East
422716,4478790,73.3533,40.45618331,-69.91148042,6480,NA,NA
511612,4469530,82.8872,40.37627136,-68.86321016,6480,NLS-South,NLS_East
478276,4473230,80.1254,40.40940279,-69.25603497,6480,NLS-South,NLS_East
528280,4467680,93.7047,40.35920565,-68.66694469,6560,GSC,NLS_East
443088,4476940,69.6855,40.44116242,-69.67106757,6470,NLS-West,GSC_S1
461608,4475080,67.2422,40.42546734,-69.452588,6470,NLS-South,NLS_East
424568,4478790,73.5277,40.45635346,-69.88964063,6480,NA,NA
496796,4471380,82.7129,40.39301312,-69.0377526,6480,NLS-South,NLS_East
513464,4469530,84.4559,40.3762435,-68.84139359,6480,NLS-South,NLS_East
480128,4473230,78.8919,40.40944906,-69.23420783,6480,NLS-South,NLS_East
444940,4476940,68.5762,40.44128711,-69.6492314,6470,NLS-West,GSC_S1
530132,4467680,92.9829,40.35914078,-68.64513396,6560,GSC,NLS_East
463460,4475080,68.4298,40.42555074,-69.43075611,6470,NLS-South,NLS_East
426420,4478790,73.9254,40.45651949,-69.86780066,6480,NA,NA
498648,4471380,81.493,40.39301819,-69.01593056,6480,NLS-South,NLS_East
481980,4473230,78.7946,40.40949121,-69.21238064,6480,NLS-South,NLS_East
515316,4469530,84.7976,40.37621152,-68.81957706,6560,NLS-South,NLS_East
446792,4476940,67.7683,40.44140769,-69.62739509,6470,NLS-West,GSC_S1
465312,4475080,70.8562,40.42563002,-69.40892413,6470,NLS-South,NLS_East
428272,4478790,74.039,40.4566814,-69.84596051,6480,NA,NA
531984,4467680,93.9639,40.35907181,-68.6233233,6560,GSC,NLS_East
500500,4471380,81.0977,40.39301914,-68.99410852,6480,NLS-South,NLS_East
483832,4473230,80.7616,40.40952925,-69.19055341,6480,NLS-South,NLS_East
517168,4469530,86.4228,40.37617543,-68.79776057,6560,GSC,NLS_East
448644,4476940,66.2755,40.44152413,-69.60555866,6470,NLS-West,GSC_S1
430124,4478790,73.9899,40.45683918,-69.82412018,6480,NA,NA
467164,4475080,71.284,40.42570518,-69.38709206,6470,NLS-South,NLS_East
533836,4467680,95.8773,40.35899872,-68.60151272,6560,NA,NA
502352,4471380,82.4848,40.39301597,-68.97228648,6480,NLS-South,NLS_East
485684,4473230,81.0114,40.40956316,-69.16872613,6480,NLS-South,NLS_East
450496,4476940,65.8792,40.44163646,-69.5837221,6470,NLS-West,GSC_S1
519020,4469530,84.6393,40.37613522,-68.77594412,6560,GSC,NLS_East
431976,4478790,73.4369,40.45699283,-69.80227968,6470,NLS-West,GSC_S1
469016,4475080,73.9118,40.42577621,-69.36525992,6480,NLS-South,NLS_East
535688,4467680,96.2708,40.35892151,-68.57970221,6560,NA,NA
504204,4471380,81.9675,40.39300868,-68.95046444,6480,NLS-South,NLS_East
487536,4473230,82.1479,40.40959295,-69.14689882,6480,NLS-South,NLS_East
452348,4476940,64.3515,40.44174466,-69.56188542,6470,NLS-West,GSC_S1
433828,4478790,72.9464,40.45714236,-69.78043902,6470,NLS-West,GSC_S1
520872,4469530,86.961,40.37609089,-68.75412771,6560,GSC,NLS_East
470868,4475080,75.3076,40.42584313,-69.3434277,6480,NLS-South,NLS_East
415308,4480640,70.5552,40.47212568,-69.99908454,6430,NA,NA
537540,4467680,98.2029,40.3588402,-68.5578918,6560,NA,NA
454200,4476940,64.0199,40.44184873,-69.54004862,6470,NLS-West,GSC_S1
489388,4473230,82.7492,40.40961862,-69.12507148,6480,NLS-South,NLS_East
506056,4471380,82.0907,40.39299727,-68.92864241,6480,NLS-South,NLS_East
435680,4478790,72.2555,40.45728776,-69.75859819,6470,NLS-West,GSC_S1
472720,4475080,75.8542,40.42590592,-69.32159541,6480,NLS-South,NLS_East
522724,4469530,88.9055,40.37604245,-68.73231136,6560,GSC,NLS_East
417160,4480640,71.0285,40.47231245,-69.97724014,6470,NLS-West,GSC_S1
456052,4476940,65.8899,40.44194868,-69.51821171,6470,NLS-West,GSC_S1
437532,4478790,71.965,40.45742904,-69.73675721,6470,NLS-West,GSC_S1
539392,4467680,99.6642,40.35875477,-68.53608148,6560,NA,NA
491240,4473230,81.8183,40.40964017,-69.10324412,6480,NLS-South,NLS_East
